"","ID","R1","R2","R3","R4","R5","R6","R7","R8","R9","M1","M2","M3","M4","M5","M6","M7","M8","M9","S2","S3","S4","S5","S6","S7","S8","S9","T1","T2","T3","T4","T5","T6","T7","T8","T9","SEX","RACE","LOCALE","INCOME","SCHOOL_TYPE","Approach_to_Learning","Self_control","Interpersonal","External_prob_Behavior","Internal_prob_Behavior","Attention_focus","Inhibitory_Ctrl","EDU"
"11796","10011798",52.7886,75.1794,103.5188,97.7614,108.488,115.6385,126.2898,129.9683,147.1773,50.3835,71.3071,70.0485,87.8876,92.0407,101.5999,129.0365,120.0485,134.1097,37.1482,44.1014,35.1418,42.746,57.1878,61.2987,71.3909,76.9221,66.08,71.61,77.85,84.23,89.69,96.62,107.67,118.75,131.67,1,1,4,12,1,2.2857,3,3.2,1.8,2,2.6667,3.8333,4
"11952","10011954",45.6268,60.388,63.6284,90.8805,94.3892,112.9785,110.7872,109.9981,109.4945,34.2847,46.1518,49.8121,60.3272,60.8327,87.0682,99.5648,101.4278,117.4395,31.3032,31.2479,39.2888,44.1702,59.9362,68.6661,60.2057,71.5391,68.35,74.86,80.12,86.53,92.12,98.96,109.97,123.91,134.89,2,1,2,5,1,3.1429,3,3,1.6,1.5,4.6667,5.4,4
"12004","10012006",56.9354,67.1337,73.2631,94.2838,113.2904,119.9394,141.9299,137.7724,149.875,36.3466,60.6664,72.2228,73.3366,87.2011,86.7297,95.9535,123.5089,128.0735,43.0086,48.9719,51.4651,55.809,66.4556,78.5548,77.0609,86.5275,64.34,70.32,76.11,82.03,88.11,94.06,106.85,117.83,128.91,2,1,1,13,1,2.5714,2.25,4,2,2.25,4.5,3.5,8
"12085","10012087",55.3547,74.3456,111.0302,127.442,135.5341,132.1739,131.4841,148.7774,151.7582,36.2709,57.5357,64.1134,69.5797,83.2189,79.7305,116.7285,125.3427,123.3437,33.7946,45.4231,56.8413,61.3767,63.0301,66.4709,72.8867,84.6521,59.21,64.5,70.06,77.62,83.34,89.79,100.64,112.64,124.64,2,1,1,16,2,3,3,3.2,2.2,1.25,4,4.6667,6
"12107","10012109",50.7516,57.3104,59.1224,82.5565,92.3569,114.2346,117.6525,127.2843,121.8516,39.0058,42.8424,51.3742,66.1615,66.8036,83.9351,108.7605,114.8894,122.1149,22.5833,22.9278,27.4269,35.2115,40.2721,49.9112,55.0672,69.6643,70.09,76.04,82.92,88.44,93.53,99.42,111.72,124.73,135.75,2,3,2,7,1,2.1429,2.5,2.4,2,1.75,4,3.6667,5
"12252","10012254",54.0411,70.5255,95.7742,107.8572,102.4828,110.6455,115.5499,140.486,129.5777,25.0522,51.1561,72.9981,75.6305,77.5646,88.5987,103.0614,100.7718,136.0357,35.8168,28.909,48.9553,51.8965,51.9761,64.6853,63.7087,73.1009,68.75,74.53,80.75,85.71,90.64,97.45,110.47,121.55,133.51,2,1,1,11,1,3.8571,3.75,4,1,2.25,5.1667,7,5
"12257","10012259",52.0044,53.5848,60.2774,78.6742,78.9167,84.1897,104.4883,130.51,110.8095,25.9723,33.58,43.2746,52.1076,63.525,59.8752,74.1562,89.2307,92.6038,36.9347,36.5009,42.7749,42.9025,46.4015,47.3665,64.0541,68.1698,62.14,68.61,73.87,80.78,86.56,92.94,104.75,116.81,128.78,2,2,2,6,1,2.8571,3,3.4,1,1.25,5,5.2,5
"12284","10012286",53.3179,62.4236,62.7988,78.9344,80.0422,97.1152,115.0204,118.3478,120.4724,30.7929,53.3222,54.1564,72.7433,65.5275,89.5358,110.9227,124.69,134.7587,31.6111,35.2931,38.3618,45.0564,38.6922,53.3941,57.2117,61.8096,68.71,74.5,79.82,86.24,91.04,97.64,109.22,122.24,132.26,2,1,4,6,1,3.5714,4,3.4,1,1,6.1667,6.4,3
"12310","10012312",47.4226,64.6079,67.943,95.6246,103.102,112.0681,124.1296,144.8904,139.5636,34.8813,57.4046,65.3459,81.6085,94.49,102.8349,117.9787,137.5584,140.796,28.7191,38.0803,44.0745,54.807,60.4039,65.0461,72.1672,77.1239,60.62,67.5,72.59,79.04,84.76,91.17,102.48,116.38,128.38,2,1,1,15,1,3.7143,3.5,3.4,1,1.75,6,6.3333,8
"12338","10012340",46.5239,63.1873,71.5949,100.0007,91.9845,96.4983,106.9796,111.3399,115.3504,29.3776,33.0717,47.8361,64.4846,62.8794,70.0039,79.4308,87.1608,89.7112,29.5685,36.995,40.791,38.5473,54.1479,58.7268,68.0436,61.6922,68.32,73.84,80.91,87.35,92.15,98.47,110.17,122.14,134.14,1,1,2,10,1,3,3.5,3.2,1,2,4.3333,5.6,6
"12382","10012384",67.8976,95.3404,100.532,127.0895,137.2359,136.4767,151.1428,151.5876,146.6791,52.7557,53.6099,70.227,79.9124,94.6487,116.5661,117.9427,130.4312,139.9677,40.5812,56.1347,67.2478,77.1869,86.2891,87.6123,88.5009,89.6573,66.48,72.43,76.41,84,89.26,96.39,108.16,120.13,132.13,2,1,4,10,1,4,3,4,1,1,6.6667,6.6,5
"12385","10012387",65.4987,72.9351,95.662,110.0975,119.8824,142.3746,151.1428,154.255,158.6775,51.4858,75.3114,87.1199,103.5339,113.5416,120.6885,130.5123,139.3826,143.0308,51.7993,61.291,62.1176,63.1231,80.6708,73.035,84.0147,89.9991,67.1,73.55,78.87,85.28,90.87,97.68,109.68,122.7,132.72,1,3,2,17,1,3.5714,3.25,3.8,1.8,1,6,5.4,8
"12394","10012396",62.2388,75.1669,86.0102,109.0296,119.524,123.5365,141.2732,143.5607,139.6853,49.3021,50.5544,51.6834,81.3197,86.8142,93.5688,106.3743,116.3621,128.1618,39.1768,45.9003,62.4547,54.6243,67.3149,69.2512,83.1113,78.8359,72.46,77.92,83.44,90.44,96.82,102.74,112.9,125.92,137.82,2,3,1,10,1,3.7143,3.5,3.4,1,1,6.5,5.8333,5
"12404","10012406",39.3243,56.9663,55.915,70.9539,77.9694,86.0543,105.6477,119.0378,112.0069,17.8089,34.3679,36.2656,52.8801,49.9111,69.4859,78.9064,87.7426,91.7342,30.0678,27.4278,25.2586,33.2159,36.199,45.5565,61.9516,61.8324,66.44,72.07,77.98,84.1,90.44,97.22,107.38,121.32,131.34,2,3,2,5,1,1.8571,1.75,2.2,1.8,2,3.5,4.75,3
"12449","10012451",67.4868,81.9803,101.6405,114.8288,123.2239,125.6271,142.7545,142.3311,150.7637,40.6459,60.7384,64.1338,83.163,104.0867,96.5203,128.8781,127.7466,139.3319,41.7182,46.6178,51.4686,65.543,65.9384,70.8536,76.0792,88.5313,66.77,73.87,79.63,85.61,91.79,97.35,109.12,121.12,134.07,1,3,2,11,1,2.4286,2.75,2.8,2.2,1.75,5.3333,4.6667,5
"12464","10012466",53.853,63.278,71.0474,102.386,113.1455,126.1515,139.0815,147.2398,149.6405,41.9332,58.919,69.2959,88.1152,91.6792,109.2717,122.4823,119.2377,135.0612,35.7539,35.9763,53.8406,57.0347,64.8454,72.2202,78.601,86.8777,68.61,73.41,80.12,85.35,91.4,97.41,109.61,121.58,134.53,1,1,1,18,1,3,3.25,2.8,1.4,1,4.6667,4.75,8
"12469","10012471",80.2524,100.189,99.8029,125.2543,136.7131,137.6565,135.1642,150.7491,158.4601,75.119,83.191,86.6123,102.1076,106.5563,112.0414,133.6373,140.7644,143.5706,45.3785,54.7734,57.4659,73.7797,71.0058,73.3477,79.5636,89.5603,61.87,65.75,71.74,78.38,82.95,91.07,100.9,114.87,126.9,1,1,1,16,1,2.1429,2.75,2.2,1.8,1.3333,4.6667,4,8
"12553","10012555",52.8208,73.5988,72.4563,88.3639,104.6815,114.8008,107.3131,116.8478,126.823,25.0427,46.5803,49.3939,68.6451,81.3842,65.2293,90.6116,95.2166,106.7077,33.3736,33.9891,47.8043,47.9442,52.8297,57.3863,60.2073,73.8085,64.5,70.39,76.41,82.13,88.44,95.28,105.9,117.9,129.9,2,1,1,11,1,2.7143,2.25,2.4,1.8,1,4.6667,4.8,3
"12559","10012561",50.0192,64.8901,75.7344,89.4687,95.578,104.6658,118.0733,123.6684,128.8249,43.0768,54.798,66.3399,79.0476,90.8903,91.5085,107.4739,128.2674,128.3978,32.5953,34.7029,43.207,43.4608,46.1204,65.6637,72.5398,74.0896,67.46,72.95,80.05,86.5,91.3,97.58,109.32,121.28,133.28,2,1,2,11,1,3.8571,3.5,3.2,1,1.5,5.3333,5.25,5
"12580","10012582",57.3091,60.3418,68.3899,71.433,81.6848,94.6649,125.1671,136.3705,148.1601,36.6143,33.9252,54.4673,62.3582,67.7218,74.2297,111.0759,118.8685,122.6836,36.6371,47.2922,51.9212,52.0825,61.7527,75.3431,72.4107,82.7308,70.65,76.64,81.9,87.62,93.11,99.68,111.19,124.11,135.12,2,1,2,16,1,2.2857,2.75,2.8,2.2,1,2.2,4,6
"12597","10012599",40.4203,72.972,91.3163,108.1426,116.9367,123.1045,131.3232,148.0845,154.8208,24.4868,46.7891,46.2153,61.4547,66.5792,85.7702,108.3794,114.2073,126.1177,40.2694,43.7576,50.1828,53.1839,62.9227,71.609,77.8301,82.7407,61.18,68.38,73.41,79.36,85.55,92.32,103.5,114.58,126.58,1,1,1,4,1,2.7143,3.6667,2.8,1.2,2,5,5.4,5
"12627","10012629",46.5564,58.6317,67.7554,77.0405,95.662,112.2841,126.8168,140.5913,143.1975,44.2035,51.4277,54.3842,80.8134,75.8309,101.6487,102.5722,115.7693,117.6822,23.7642,30.6235,44.0074,47.8546,60.7116,63.6507,74.7744,83.1057,65.42,69.53,76.01,81.01,88.6,94.85,104.22,117.27,129.17,1,3,1,2,1,2.8333,2.5,2.2,1.4,1.5,2.3333,3.8333,3
"12666","10012668",52.8834,68.5106,71.8739,103.8392,104.8017,118.1434,129.202,129.5108,148.6889,41.2743,45.5076,64.2259,82.2416,85.6978,95.6002,111.945,126.3702,134.1929,30.1156,25.0034,36.4367,44.1987,54.8948,66.1065,63.3295,75.4848,71.93,76.08,82.29,90.05,95.87,101.62,110.99,126.02,137.03,1,1,2,17,1,3.1429,3.6667,3.6,1.2,1,5.3333,5.3333,8
"12670","10012672",42.0491,62.2663,65.5801,90.5514,97.6365,107.6906,119.0671,123.127,135.1361,19.5814,31.5254,28.7966,59.7347,59.0636,72.1621,86.9536,101.3238,101.6401,22.1342,26.0608,32.0015,33.7172,38.7013,51.2084,62.9645,63.4271,62.6,67.66,72.82,79.4,84.72,92.55,104.52,116.52,127.53,1,3,1,7,1,2.2857,3.25,3,1.6,1.75,2.5,3.8,3
"12671","10012673",52.3945,68.5525,73.7803,101.7921,94.174,120.4801,129.5027,137.372,150.5747,39.3759,48.5851,46.3807,68.531,78.534,85.5242,93.879,96.8005,115.8742,29.7607,32.3077,39.3747,49.3985,45.3246,51.5406,59.7395,71.8751,68.35,73.74,78.58,85.35,91.17,98.53,109.28,121.35,132.33,2,3,2,12,1,3.8571,4,4,1,1,6.1667,6.3333,3
"12695","10012697",61.0164,71.7662,87.4226,112.0625,126.68,127.5537,135.7488,151.5659,155.6381,59.927,60.6218,80.2512,88.6739,94.6249,112.2911,125.7578,137.2622,140.4646,43.5507,47.3662,52.8297,59.1892,65.0437,72.5431,85.0719,88.4569,65.79,70.62,76.8,83.51,89.23,95.47,106.39,118.36,130.39,1,1,4,17,1,3.1429,2.25,2.2,2.2,1.25,4.8333,3.2,7
"12717","10012719",61.8968,64.7563,85.259,103.9376,99.2961,113.9492,127.989,123.5216,139.2508,32.1587,46.5372,64.185,66.1431,76.9441,74.8634,97.4328,112.5615,114.5568,22.0569,30.7195,40.0638,43.4211,48.424,57.6354,67.6313,79.1095,64.93,71.54,78.64,84.16,89.79,95.87,106.45,119.47,131.51,2,3,4,3,1,3.1429,2.5,3,1.6,1.25,6,5.4,3
"12734","10012736",48.7766,58.1815,62.714,92.5752,96.5503,116.1515,111.4865,135.063,124.9415,32.4059,35.3334,47.1005,60.3395,59.5771,73.1774,105.4683,109.0273,113.049,35.7693,30.8891,40.3128,35.3526,35.1615,54.7101,71.7404,70.5777,60.92,65.85,72.46,78.87,84.23,90.67,102.64,114.64,125.72,1,1,2,17,1,2.7143,4,3.6,1.2,1,4.3333,6.4,8
"12758","10012760",57.5091,81.117,107.9056,114.8513,127.2798,128.5663,130.5019,146.3785,156.9726,47.4305,64.6259,66.7111,84.2429,84.3316,102.323,111.5431,128.6831,129.9302,35.8203,48.2285,48.8323,66.728,63.1728,73.6808,78.45,87.4283,67.27,72.79,79.07,85.48,90.94,97.84,108.89,119.97,132.89,2,1,4,16,1,4,4,4,1,1.25,6.8333,6.8333,8
"12804","10012806",49.5752,62.0883,77.4407,91.0806,101.3582,121.841,120.8613,122.9044,136.4709,34.0995,37.398,49.3044,60.0603,64.2668,74.0409,92.7697,85.7582,108.7626,34.8898,41.6661,43.5979,56.2857,73.9022,67.5792,76.5026,85.0641,69.3,75.12,81.76,87.45,92.28,99.12,111.88,122.99,134.96,2,3,4,8,1,2.8571,2.75,3,1.6,1.3333,4.8333,5.5,2
"12825","10012827",83.4023,90.7851,85.3737,87.3817,97.4783,98.5929,128.0651,129.6183,136.48,41.4898,59.3459,69.3647,88.5273,99.8435,99.803,126.8876,133.6008,135.9601,21.5566,23.5816,27.4546,55.7767,45.3523,63.2518,65.4225,86.3442,74.47,81.17,86.7,92.45,99.29,105.5,116.84,128.84,140.88,1,1,2,16,1,2.1429,2,1.6,1.6,2.25,3.8333,3.4,5
"12873","10012875",53.469,59.4987,57.8174,77.8733,76.2625,88.1686,109.3679,113.0215,114.9416,29.9295,39.5847,48.5097,55.1224,44.2258,65.4185,67.0723,86.0841,79.429,37.1569,38.6715,50.6445,47.5548,55.9688,69.6173,69.8372,72.7166,74.6,80.38,84.03,92.12,98.07,104.55,115.63,127.63,138.64,1,1,4,11,1,1.8571,2.25,2.2,2,1.25,2,2.6,3
"12958","10012960",53.687,67.5916,86.7143,95.2336,99.35,102.6717,120.2076,137.472,138.9596,32.3739,55.1009,58.415,80.5082,83.6744,109.1381,118.7307,114.3029,123.5109,21.8668,30.8545,34.4059,46.3417,59.1155,64.4169,72.1655,78.2322,62.14,67.04,73.68,79.4,85.55,91.63,102.38,114.38,127.33,2,3,1,3,1,2.4286,3.3333,2.6,1.8,1,4,3.25,3
"12997","10012999",43.1768,61.071,61.3462,59.7798,69.7585,71.3907,80.5706,84.9234,110.5399,27.8014,39.1312,44.7067,52.5987,61.4846,68.3169,93.4429,97.7228,108.7563,22.187,24.8021,28.3974,32.1229,50.0277,56.3314,50.3049,60.6505,69.76,76.73,82.59,87.19,94.09,100.04,112.14,124.11,136.14,1,3,2,8,1,2.4286,2.5,2.25,1.4,1,4.1667,4.3333,4
"13000","10013002",57.4707,71.5843,80.5951,102.4267,116.5354,120.7876,138.6868,138.8821,145.6677,42.5635,55.7063,78.9986,90.0883,98.3511,107.2501,112.6004,131.8909,135.9706,37.4456,50.8778,57.1626,55.4417,55.4171,75.4896,75.4059,85.5852,67.07,71.18,77.49,85.22,91,96.79,106.16,121.15,132.16,1,1,2,17,1,3.7143,4,3.6,1,1,5.5,5.8333,8
"13011","10013013",55.3258,68.6928,84.771,114.117,132.2537,132.014,144.9356,141.2829,153.6502,48.1578,59.1151,68.7513,95.1377,94.7321,118.7764,125.4578,131.2956,144.5112,39.7804,47.6179,57.6787,59.0976,64.1581,70.479,78.4778,89.2883,65.85,72.07,78.97,84.49,89.59,95.51,107.77,120.79,131.8,2,1,2,18,1,3.1429,4,4,1,1.25,4.3333,4,8
"13104","10013106",52.6903,66.7666,99.2421,108.2234,115.5878,125.0846,125.8677,133.6728,148.1844,26.442,46.5122,60.5623,76.1467,76.9095,90.8826,90.6404,110.2874,109.1972,40.824,43.2948,48.0273,46.8495,47.2457,67.0408,73.063,70.9655,70.39,76.6,84.43,89.56,94.49,100.37,113.29,123.32,137.33,1,3,2,8,2,2.4286,2.25,2.4,1.8,1.25,4,4.4,4
"13116","10013118",53.011,65.8676,74.3788,103.5188,115.9766,116.0161,127.1975,140.4711,145.0301,27.5057,37.6288,46.6892,58.9778,64.7905,75.3634,80.3688,104.2786,108.2697,37.6412,44.2736,48.7775,58.8291,57.7589,53.0775,76.6755,75.327,59.9,65.92,71.64,77.56,83.64,89.59,102.38,113.36,124.44,2,8,1,17,1,2.4286,3.5,3.8,1.2,2,3.6667,3.6667,8
"13192","10013195",100.1096,113.8989,132.3707,128.1055,133.257,136.4767,140.3322,150.3674,157.7241,44.0186,63.0158,84.2713,100.711,101.6162,115.3168,125.4773,129.4156,134.1749,46.4204,59.287,59.0936,64.337,70.702,73.5234,86.6663,89.7516,68.22,74.66,79.73,86.6,92.58,98.99,110.4,120.43,134.4,1,1,1,16,1,3.1429,3.25,3.5,1.6,1,4.8333,4.3333,8
"13203","10013206",46.793,73.4361,65.6557,80.8554,82.7802,106.8932,108.0347,111.5069,110.2991,27.0993,49.5018,51.3951,64.5745,68.3954,73.313,80.4161,108.1325,110.025,26.3081,37.4969,39.4953,43.3609,51.7481,64.2138,63.3295,68.1379,61.45,68.12,73.18,80.02,85.78,92.22,104.22,115.3,128.28,1,1,4,5,1,2.2857,2.5,2.8,1.2,1,3.8333,3.6667,5
"13215","10013218",44.9227,57.7091,69.5141,79.941,88.7355,104.9325,124.2532,127.5423,146.3081,31.5653,44.9986,50.885,55.5792,65.9026,70.2494,98.2954,104.7514,123.9962,28.3895,39.8662,40.1935,47.0615,61.5523,58.9593,66.9265,70.3785,63.88,69.86,75.65,81.6,87.65,93.57,106.39,117.37,128.45,2,1,1,14,1,3.1429,2.75,3.4,1.8,1.3333,6.3333,6.2,6
"13263","10013266",52.3138,78.0382,90.6768,105.9215,109.4155,125.0394,121.5531,131.162,139.5602,37.0077,53.8746,54.4697,72.2054,85.1783,94.8672,110.1729,127.4383,120.746,32.76,37.9544,48.6698,59.5128,58.6111,64.6486,78.5379,82.8562,58.88,65.33,69.96,77.06,82.55,89.03,100.34,113.29,124.34,1,3,1,3,1,2.5714,2.25,2.4,3,1.25,4.5,3.1667,6
"13291","10013294",55.9717,73.2631,71.2328,93.3562,104.3583,123.1499,135.8634,138.8459,149.1372,52.215,58.393,69.4721,70.0095,85.1244,91.462,110.0291,117.9306,125.8318,44.0134,54.0668,59.4568,61.5972,66.3906,65.8901,77.3172,81.7363,72.36,77.42,82.26,88.9,94.42,100.96,111.91,123.91,135.91,2,1,4,4,1,3.2857,3.25,3.4,1.8,2,4.8333,4.8,3
"13402","10013405",51.973,59.5923,68.6646,81.3909,76.9871,94.3204,112.0131,125.4217,133.3683,46.7846,38.1232,43.5438,58.5518,53.9243,62.3105,93.0545,103.4617,112.9815,20.4012,26.0139,30.4005,35.0722,42.4262,41.5254,65.4795,75.7352,61.58,67.23,74.1,79.17,85.87,92.02,103.36,115.43,126.38,1,3,1,17,1,3.7143,3.25,3.6,1.2,1,5.8333,6.3333,3
"13430","10013433",42.3722,50.3607,56.584,73.7392,73.1484,84.3491,100.4119,123.2194,117.6044,29.0945,32.9472,44.266,58.2831,64.9658,72.1823,84.1861,107.8639,104.0917,23.1091,19.1666,27.2406,26.1859,36.1318,50.8332,52.025,51.5133,61.61,67.63,72.23,79.36,84.89,91.3,102.64,115.59,126.64,1,3,1,4,1,2.5714,2.25,2.6,2.6,1.75,5.5,3.8,3
"13458","10013461",53.3908,72.9748,88.3972,104.6502,115.7624,115.6216,130.6303,129.7722,141.7051,45.1222,45.704,64.1006,89.3992,102.8959,106.9986,125.2627,139.0523,137.4062,30.6714,33.7095,45.5389,66.3466,64.4369,71.2142,74.8845,89.111,63.16,68.42,76.31,81.07,89.16,94.26,104.58,117.53,129.6,1,5,1,6,1,3.7143,3.75,3.75,1.2,1,4.6667,5.1667,5
"13477","10013480",69.4752,83.1268,95.3544,114.1226,124.507,127.3022,140.7603,138.1287,146.4064,39.1863,60.4534,65.8269,83.6322,88.2012,96.4722,106.8016,106.7397,112.3891,40.1976,45.2985,53.8167,54.2773,67.4952,71.4825,77.427,83.6369,66.18,72.39,78.35,84.3,90.28,97.25,107.84,118.85,132.79,2,8,2,17,1,3.8571,4,3.8,1,1.5,6.8333,6.8,8
"13486","10013489",62.1258,86.5688,91.9669,101.7314,105.1841,112.1511,120.7856,120.0416,126.5058,38.4888,52.7159,71.5325,81.5915,94.5297,89.4181,104.6777,114.8245,121.2043,28.3376,38.1428,30.7117,43.2685,49.2274,41.2731,45.8101,58.4467,74.37,80.78,87.09,92.52,98.99,104.78,115.99,128.98,139.99,1,1,2,18,2,3.5714,3,3.6,1.4,1.5,5.6667,6,6
"13487","10013490",45.6205,79.9554,97.7422,102.1368,128.461,141.6891,141.1441,152.2775,153.7272,49.2769,77.2472,65.206,81.967,81.4351,118.6974,126.0536,126.3585,139.2695,36.1018,44.5204,54.1608,50.1487,73.8634,70.668,71.7421,84.9481,70.75,78.54,83.31,88.31,95.05,101.23,112.54,124.6,135.55,1,3,1,16,1,3,3,3,1.2,1.25,5.3333,5.6667,5
"13489","10013492",74.7129,82.4393,90.6768,98.9925,118.4613,128.7048,128.1944,144.5798,148.9483,48.7819,66.4713,70.507,88.7868,100.419,108.4012,111.1215,119.3992,124.1688,40.8461,37.5758,49.9205,54.6168,59.6992,67.8821,74.5342,69.6996,67.3,72.59,77.39,84,89.56,97.22,107.77,118.82,132.79,1,8,2,15,1,2.8571,3.5,2.6,1,1.75,5.3333,6,6
"13552","10013555",46.5818,55.7977,59.7709,107.0533,104.5302,124.1668,124.5546,127.4536,146.9342,34.1351,40.3966,53.2045,66.1353,73.6594,89.0735,105.4963,111.605,118.3249,33.8534,37.8961,49.1789,48.9703,53.7159,59.2147,80.5243,82.7025,62.47,68.48,73.97,82.49,85.71,92.12,104.32,116.42,129.4,1,1,1,16,1,3.7143,4,3.6,1.2,1.25,5.8333,6.5,8
"13556","10013559",54.299,72.8166,86.1544,109.8298,126.2134,122.399,125.953,151.385,154.0231,30.3325,58.1124,68.2088,85.333,97.7986,103.3673,124.1943,123.8568,133.1637,43.1237,43.6437,50.2119,50.3591,65.6099,63.5297,70.6396,80.7701,70.65,76.47,83.31,88.37,95.31,101,112.8,124.7,135.75,2,1,1,18,2,2.2857,3.6667,2.8,1,1.3333,4.8333,5.4,6
"13569","10013572",40.9264,60.1295,69.592,90.1597,101.0668,115.4921,109.6675,123.66,126.5514,29.5678,36.4474,56.1603,69.1558,71.8766,78.2241,87.0454,100.0823,107.8576,29.3098,29.9697,32.4411,44.4767,51.6214,48.1739,49.0407,65.2635,62.37,67.89,74.99,79.79,86.01,91.99,104.22,116.28,129.17,2,1,2,17,1,2,2.6667,2.2,1.4,2.25,3.8333,5.8333,6
"13616","10013619",49.7256,68.4641,71.136,85.9943,96.5361,112.6782,125.8843,121.2797,125.0334,35.0082,59.8678,65.7956,81.7858,91.5357,106.889,121.1746,127.8274,126.5932,34.6081,30.4655,31.2519,72.1564,51.6513,64.8322,53.6786,67.3571,69.14,75.09,79.99,86.6,92.38,98.43,110.3,122.33,134.33,1,1,4,14,1,2.8571,2.25,2.4,2.2,2,4.8333,4.5,3
"13637","10013640",60.6647,72.904,84.0384,104.1711,112.8394,128.3888,132.4189,131.9963,146.6083,38.1667,49.7155,56.2638,68.0011,77.871,77.5806,99.4263,112.0746,119.4311,22.7583,26.0063,31.4172,39.9413,36.8229,61.7476,58.1274,74.3276,74.5,79.36,85.58,91.33,96.85,103.3,114.18,127.1,138.18,2,3,2,2,1,4,4,4,1,1,6.5,7,2
"13668","10013671",64.536,67.3471,83.1803,114.5651,126.2753,141.8094,133.4301,147.8622,154.0231,50.589,47.146,55.1176,84.4026,78.6928,100.3177,104.5672,119.5746,130.9957,36.2688,43.7918,46.1204,52.3298,60.3655,70.5359,70.2647,77.0955,72,75.48,81.47,87.81,93.21,99.85,111.81,122.83,134.83,2,1,2,18,1,2.7143,3.25,3.6,2.4,2.5,3.8333,5,8
"13728","10013731",52.0758,75.9939,92.5395,113.2179,120.0247,134.1261,131.0124,139.0146,151.2179,34.1449,49.2562,63.0638,72.8603,77.855,104.5824,113.6046,124.8798,141.9222,31.2308,32.553,40.926,35.5262,55.828,63.9444,71.5824,80.9146,66.74,72.26,78.02,84.13,89.69,96.82,107.41,119.38,131.41,1,1,4,16,1,3.7143,4,4,1.4,1.5,4.8333,4.6667,6
"13731","10013734",64.7622,70.7631,96.1306,115.7343,119.8085,137.6709,121.2566,131.504,132.3424,41.6151,52.9858,69.1668,79.8429,92.681,85.6941,104.9937,122.6639,118.9484,42.3889,51.6777,50.6358,51.2168,60.4302,55.6969,77.0089,74.4806,65.36,70.19,77.75,84.16,88.27,95.24,107.51,119.54,131.57,1,1,4,6,1,2.7143,3,3,1,1.25,4.6667,6,8
"13752","10013755",42.3614,56.6324,53.6565,59.1011,68.1093,71.2223,81.642,97.9226,107.2637,23.7936,41.2659,37.9723,45.6611,55.3805,64.7828,79.2682,108.7248,112.8382,38.4931,42.6434,43.308,47.9735,45.4895,55.8728,67.3588,81.8071,67.76,74.7,80.19,86.66,91.43,98.33,110.37,122.37,134.4,1,7,4,14,1,4,3.75,3.8,1.4,1.25,7,6.6667,6
"13759","10013762",44.8264,64.9989,75.2825,95.9475,96.4416,104.275,105.9362,124.3641,109.8932,27.9752,39.5967,51.9373,64.7236,77.9319,89.9051,93.0119,94.9034,108.5669,22.6913,34.0248,34.3935,41.3298,40.547,41.9841,46.9099,51.5474,63.85,70.52,76.01,81.8,88.6,94.85,106.19,118.19,130.22,1,1,2,16,1,2.2857,3,2.4,1.6,1.3333,3.6667,4,5
"13762","10013765",48.0159,55.4688,66.1464,89.6216,94.8955,119.2567,117.042,127.152,125.0292,25.0748,35.4439,48.6789,65.9156,72.035,97.2431,89.3139,104.7535,109.9499,22.6354,33.2756,40.9247,49.6259,49.756,63.9461,59.8686,68.2069,61.84,67.66,74.53,80.19,85.74,91.79,102.51,114.54,128.52,2,3,4,4,1,2.8571,3,3,1,1.5,5.8333,5.2,2
"13776","10013779",49.0328,64.5729,70.0577,77.9591,90.7591,104.6606,119.5017,134.592,147.1414,32.2585,55.7878,55.1486,76.9,66.7085,74.1607,103.3787,104.3959,114.7475,27.5587,27.9359,35.1093,34.7303,36.4706,55.3456,66.0663,70.653,71.34,75.48,83.24,87.55,93.11,98.89,112.04,122.14,135.09,1,1,2,16,2,3.7143,3.6667,3.8,1,1.5,3.8333,5.6667,3
"13823","10013826",55.1531,66.9353,82.1868,105.1474,106.3824,127.1958,118.0943,120.4388,134.7243,38.3225,53.0634,57.9832,70.3921,67.5746,76.8246,103.7432,110.1271,119.2178,38.3579,35.0098,44.4616,47.3887,49.1187,69.4192,63.991,77.3815,71.05,76.31,83.97,88.93,94.03,101.65,112.5,125.46,136.5,1,1,2,6,1,3.5714,3.25,3.6,1.6,1.25,4.6667,5.5,5
"13832","10013835",59.0344,69.2434,71.7259,95.0435,102.152,112.0404,112.4325,133.4822,132.5657,33.8417,47.2165,53.2798,69.0763,69.5576,72.3213,90.2003,111.9285,120.4799,23.8991,18.4589,31.8415,33.8412,41.1017,55.5989,74.4383,78.8006,68.61,74.17,78.58,85.58,90.87,97.32,108.59,121.58,133.61,2,3,1,2,1,3,2.3333,2.75,2.2,1.25,5.5,6,5
"13859","10013862",58.8976,72.3127,64.3009,77.7023,85.0224,104.6397,116.4952,120.4283,118.9727,48.3588,54.6956,55.8286,69.1641,71.5125,81.6459,100.9737,106.3828,119.5248,28.772,31.7388,44.4902,47.4773,53.7452,55.421,63.4817,60.3018,74.27,80.94,86.7,92.45,98.14,104.81,115.69,126.67,139.63,1,3,1,16,1,3.1667,3.6667,2.8,1.8,1.25,5,4.75,5
